,Symbol,grossProfitRatioQMinus1,grossProfitRatioQMinus2,epsdilutedQMinus1,epsdilutedQMinus2,priceEarningsToGrowthRatioTTM,priceCashFlowRatioTTM,priceEarningsRatioTTM,priceBookValueRatioTTM,assetTurnoverTTM,dividendYieldPercentageTTM,Cluster
93,PIDILITIND.NS,0.534676,0.553629,0.53,3.1,28.52939900527147,147.8260475227708,88.94492883019133,16.974277917860856,0.9418562663524948,0.4676643506146446,2
94,TATAELXSI.NS,0.9617530000000001,0.953145,11.06,13.184320000000001,2.640743872620635,97.78520146729731,34.807975367686055,8.819221869466062,1.1869402282852743,1.068825910931174,1
97,COLPAL.NS,0.6613939999999999,0.646562,7.29,7.5186,6.108783143438429,59.70112660920425,45.873649327763694,24.331214383961353,1.720773950604189,1.9624334174376223,2
99,MINDTREE.NS,0.932156,0.9210440000000001,12.93,12.51145,2.372207231690404,133.64707152726186,29.69341884704473,6.443194846153847,1.4421672339251217,0.9600827148185076,1
100,SWARAJENG.NS,0.24796999999999997,0.24241999999999997,6.45,13.05565,2.1146151162567244,25.564705760479043,27.56071193082234,7.239347864405486,1.9291172890170512,1.7794227552581943,0
101,LUXIND.NS,0.302553,0.32213400000000003,12.35,11.94,2.105542287826037,115.16914712685292,25.4689686083629,6.933585711189334,1.404600246600166,0.7255840951966332,0
102,TVSSRICHAK.NS,0.36178899999999997,0.43495500000000004,-48.620020000000004,31.599990000000002,1.9019483118006217,6.697966536644389,60.108535268872814,1.5605271190968402,1.0582168048508849,1.3239798438889436,0
103,SUPREMEIND.NS,0.251089,0.36859400000000003,3.19,9.23348,4.662380821274322,71.85974377276514,43.041045731855135,8.009415937205631,1.417311954545203,0.2806131397102669,0
104,BASF.NS,0.146652,0.19517,-6.7,9.32657,-34.95750877709527,-96.02542161533627,-324.3661269426751,4.409069011702574,1.6794911187672836,0.21358393848782573,0
105,BALKRISIND.NS,0.604693,0.555211,6.81,13.69103,2.1421129585081573,40.01113259903094,29.35077396546256,5.3586195641617484,0.6692162465932548,1.2957097610135329,1
107,BATAINDIA.NS,0.405301,0.588087,-7.85,2.98654,46.072364196672076,85.63430509811599,137.68732245013572,9.239723076484427,0.618475380439544,0.8812837366430433,2
109,IRCTC.NS,0.29572800000000005,0.5116390000000001,-1.53999,22.27865,1.3437817886904608,193.42834708262572,29.97731073697662,16.024068974345575,0.960909192340714,0.7508916838746011,0
110,BANARISUG.NS,0.299476,0.354222,10.22,24.98297,0.6415328897546243,-530.35882085209,16.030991910229645,1.2937256112841526,0.6877437262743517,0.7600805685402653,0
111,PEL.NS,0.8968389999999999,0.836432,20.71,-73.86,-0.4123599096909586,-4.188543695462884,29.3293192601091,1.0306268367052551,0.26177495288256697,1.063223846591988,1
112,ESABINDIA.NS,0.334969,0.392102,4.66,11.73909,2.8361761556718705,39.19605444539574,33.30872468310429,6.099613979718728,1.3952896105874926,5.227977146271332,0
113,MPHASIS.NS,0.0,0.0,14.67,18.82733,1.0839976248439034,75.85865377085769,20.417461702836132,3.9696018354585623,1.0231286021396686,2.689618074233459,0
114,NILKAMAL.NS,0.419195,0.46057200000000004,-19.4,21.284879999999998,1.1190344099992804,-279.6688650214592,23.82057324433299,1.8941011967642785,1.2715276520915164,1.1449507671170143,0
115,SUNDARMFIN.NS,0.437154,0.451496,24.44,17.76,0.9089358043106258,-14.781974748339856,16.140870569997062,2.153286249260895,0.1111567310829091,0.9962067512165216,2
116,SIEMENS.NS,0.378765,0.37489,-0.05,4.94,13.715655682342856,200.59959100204497,63.416860615464195,5.366912142864959,0.7153796649613542,1.0846827303013866,0
118,VINATIORGA.NS,0.633562,0.596586,7.03,7.26,5.4584664014558415,64.00717114294443,39.60950135977584,10.02358640652453,0.6656031912992991,0.44107622599141905,1
